mRNA,length,name
Zm00001eb008240_T005,5878,B73
Zm00001eb008250_T001,2038,B73
Zm00001eb008260_T001,1724,B73
Zm00001eb008270_T001,2704,B73
Zm00001eb008280_T001,5282,B73
Zm00001eb008290_T001,2697,B73
Zm00001eb008300_T001,4978,B73
Zm00001eb008310_T001,11052,B73
Zm00001eb008320_T001,1778,B73
Zm00001eb008330_T001,14246,B73
Zm00001eb008340_T001,20704,B73
Zm00001eb008350_T001,448,B73
Zm00001eb008360_T001,4342,B73
Zm00001eb008370_T001,2212,B73
Zm00001eb008380_T001,3207,B73
Zm00001eb008400_T001,6866,B73
Zm00001eb008410_T001,2477,B73
Zm00001eb008420_T002,2553,B73
Zm00001eb008430_T001,3563,B73
Zm00001eb008440_T001,4506,B73
Zm00001eb008450_T002,7104,B73
Zm00001eb008460_T002,4800,B73
Zm00001eb008470_T005,13772,B73
Zm00001eb008480_T001,3008,B73
Zm00001eb008490_T001,4962,B73
Zm00001eb008500_T001,3116,B73
Zm00001eb008510_T001,357,B73
Zm00001eb008520_T002,2968,B73
Zm00001eb008530_T001,7379,B73
Zm00001eb008540_T001,408,B73
Zm00001eb008550_T001,4233,B73
Zm00001eb008560_T001,528,B73
Zm00001eb008570_T001,9578,B73
Zm00001eb008580_T003,7502,B73
Zm00001eb008590_T003,4778,B73
Zm00001eb008600_T003,718,B73
Zm00001eb008610_T001,12067,B73
Zm00001eb008620_T001,6345,B73
Zm00001eb008630_T001,3491,B73
Zm00001eb008640_T001,4533,B73
Zm00001eb008650_T002,5553,B73
Zm00001eb008660_T002,4728,B73
Zm00001eb008670_T001,414,B73
Zm00001eb008680_T004,5053,B73
Zm00001eb008690_T003,9683,B73
Zm00001eb008700_T002,12833,B73
Zm00001eb008710_T001,4688,B73
Zm00001eb008720_T002,5681,B73
Zm00001eb008730_T001,2384,B73
Zm00001eb008740_T001,1823,B73
Zm00001eb008750_T005,4998,B73
Zm00001eb008770_T001,1514,B73
Zm00001eb008780_T002,4217,B73
Zm00001eb008790_T003,9461,B73
Zm00001eb008800_T001,4889,B73
Zm00001eb008810_T001,5996,B73
Zm00001eb008820_T001,582,B73
Zm00001eb008830_T002,3244,B73
Zm00001eb008850_T001,6103,B73
Zm00001eb008860_T001,737,B73
Zm00001eb008870_T001,955,B73
Zm00001eb008880_T001,2699,B73
Zm00001eb008890_T001,5429,B73
Zm00001eb008900_T003,19022,B73
Zm00001eb008910_T001,1942,B73
Zm00001eb008920_T001,2289,B73
Zm00001eb008930_T001,4515,B73
Zm00001eb008940_T001,2949,B73
Zm00001eb008950_T001,11480,B73
Zm00001eb008960_T001,7365,B73
Zm00001eb008970_T001,2549,B73
Zm00001eb008980_T001,4877,B73
Zm00001eb008990_T001,3338,B73
Zm00001eb009000_T001,1039,B73
Zm00001eb009010_T001,7490,B73
Zm00001eb009020_T001,2020,B73
Zm00001eb009030_T001,1388,B73
Zm00001eb009040_T001,7139,B73
Zm00001eb009050_T001,2723,B73
Zm00001eb009060_T001,16955,B73
Zm00001eb009070_T001,4051,B73
Zm00001eb009080_T001,2028,B73
Zm00001eb009090_T001,2930,B73
Zm00001eb009100_T005,8872,B73
Zm00001eb009110_T001,12516,B73
Zm00001eb009120_T001,3254,B73
Zm00001eb009130_T002,9477,B73
Zm00001eb009140_T001,5087,B73
Zm00001eb009150_T001,1834,B73
Zm00001eb009160_T003,4320,B73
Zm00001eb009170_T001,7416,B73
Zm00001eb009210_T001,411,B73
Zm00001eb009230_T001,390,B73
Zm00001eb009240_T003,9999,B73
Zm00001eb009250_T001,1473,B73
Zm00001eb009260_T001,1170,B73
Zm00001eb009270_T001,2205,B73
Zm00001eb009280_T001,339,B73
Zm00001eb009290_T001,2174,B73
Zm00001eb009300_T001,1913,B73
Zm00001eb009310_T002,6305,B73
Zm00001eb009320_T003,6118,B73
Zm00001eb009340_T001,1871,B73
Zm00001eb009360_T001,4273,B73
Zm00001eb009370_T001,9784,B73
Zm00001eb009380_T001,2459,B73
Zm00001eb009390_T001,396,B73
Zm00001eb009400_T001,1544,B73
Zm00001eb009410_T001,880,B73
Zm00001eb009420_T001,2895,B73
Zm00001eb009430_T001,5727,B73
Zm00001eb009460_T002,2701,B73
Zm00001eb009470_T001,2042,B73
Zm00001eb009480_T001,1897,B73
Zm00001eb009490_T003,3078,B73
Zm00001eb009500_T001,5859,B73
Zm00001eb009510_T001,5103,B73
Zm00001eb009520_T001,932,B73
Zm00001eb009530_T001,497,B73
Zm00001eb009540_T003,2649,B73
Zm00001eb009550_T002,2397,B73
Zm00001eb009560_T001,2768,B73
Zm00001eb009570_T001,3695,B73
Zm00001eb009580_T002,33902,B73
Zm00001eb009590_T001,658,B73
Zm00001eb009600_T001,2836,B73
Zm00001eb009610_T001,6904,B73
Zm00001eb009620_T001,1324,B73
Zm00001eb009630_T001,16001,B73
Zm00001eb009640_T001,3818,B73
Zm00001eb009650_T001,5732,B73
Zm00001eb009660_T001,4351,B73
Zm00001eb009670_T002,8046,B73
Zm00001eb009690_T001,1123,B73
Zm00001eb009700_T001,357,B73
Zm00001eb009710_T001,360,B73
Zm00001eb009730_T003,6219,B73
Zm00001eb009750_T001,550,B73
Zm00001eb009760_T001,1560,B73
Zm00001eb009770_T001,14021,B73
Zm00001eb009780_T001,11930,B73
Zm00001eb009800_T001,4492,B73
Zm00001eb009810_T001,8893,B73
Zm00001eb009820_T001,766,B73
Zm00001eb009830_T001,398,B73
Zm00001eb009840_T001,5051,B73
Zm00001eb009850_T001,2973,B73
Zm00001eb009860_T001,533,B73
Zm00001eb009870_T002,3698,B73
Zm00001eb009880_T001,10154,B73
Zm00001eb009890_T003,4792,B73
Zm00001eb009900_T002,6275,B73
Zm00001eb009910_T001,788,B73
Zm00001eb009920_T001,4897,B73
Zm00001eb009930_T002,1769,B73
Zm00001eb009940_T001,2405,B73
Zm00001eb009950_T001,1838,B73
Zm00001eb009960_T001,4418,B73
Zm00001eb009970_T001,623,B73
Zm00001eb009980_T001,4661,B73
Zm00001eb009990_T003,12304,B73
Zm00001eb010000_T001,832,B73
Zm00001eb010010_T001,825,B73
Zm00001eb010020_T002,20790,B73
Zm00001eb010030_T001,4893,B73
Zm00001eb010040_T003,2977,B73
Zm00001eb010050_T001,4618,B73
Zm00001eb010060_T001,5374,B73
Zm00001eb010070_T001,5887,B73
Zm00001eb010080_T001,728,B73
Zm00001eb010090_T001,246,B73
Zm00001eb010100_T001,4440,B73
Zm00001eb010110_T002,3733,B73
Zm00001eb010130_T001,2812,B73
Zm00001eb010140_T002,2884,B73
Zm00001eb010150_T003,5745,B73
Zm00001eb010160_T002,3633,B73
Zm00001eb010170_T001,3755,B73
Zm00001eb010180_T001,1177,B73
Zm00001eb010190_T001,8747,B73
Zm00001eb010200_T001,6172,B73
Zm00001eb010210_T001,1822,B73
Zm00001eb010220_T001,2464,B73
Zm00001eb010230_T001,3919,B73
Zm00001eb010240_T001,10094,B73
Zm00001eb010250_T001,1178,B73
Zm00001eb010260_T001,6818,B73
Zm00001eb010270_T001,844,B73
Zm00001eb010280_T004,12930,B73
Zm00001eb010290_T001,10590,B73
Zm00001eb010300_T002,2638,B73
Zm00001eb010310_T004,3835,B73
Zm00001eb010320_T001,4364,B73
Zm00001eb010330_T002,18236,B73
Zm00001eb010340_T001,1724,B73
Zm00001eb010350_T001,1950,B73
Zm00001eb010360_T002,3417,B73
Zm00001eb010370_T001,2616,B73
Zm00001eb010380_T001,1762,B73
Zm00001eb010390_T002,673,B73
Zm00001eb010400_T001,5483,B73
Zm00001eb010410_T002,7224,B73
Zm00001eb010420_T001,3429,B73
Zm00001eb010440_T001,2697,B73
Zm00001eb010450_T001,3260,B73
Zm00001eb010460_T003,4245,B73
Zm00001eb010470_T001,1251,B73
Zm00001eb010480_T001,1086,B73
Zm00001eb010490_T001,1326,B73
Zm00001eb010500_T002,11874,B73
Zm00001eb010530_T001,1133,B73
Zm00001eb010540_T002,4337,B73
Zm00001eb010550_T001,2893,B73
Zm00001eb010560_T001,7967,B73
Zm00001eb010570_T001,2290,B73
Zm00001eb010590_T002,5614,B73
Zm00001eb010600_T001,7978,B73
Zm00001eb010610_T001,2628,B73
Zm00001eb010620_T001,7606,B73
Zm00001eb010630_T001,626,B73
Zm00001eb010640_T001,3769,B73
Zm00001eb010650_T001,3346,B73
Zm00001eb010660_T001,1777,B73
Zm00001eb010680_T001,4097,B73
Zm00001eb010690_T002,3873,B73
Zm00001eb010700_T001,6058,B73
Zm00001eb010710_T001,2005,B73
Zm00001eb010720_T001,1478,B73
Zm00001eb010730_T001,15135,B73
Zm00001eb010740_T001,3623,B73
Zm00001eb010750_T001,959,B73
Zm00001eb010760_T001,877,B73
Zm00001eb010770_T002,2085,B73
Zm00001eb010780_T001,937,B73
Zm00001eb010790_T001,6780,B73
Zm00001eb010800_T002,3797,B73
Zm00001eb010810_T002,9111,B73
Zm00001eb010820_T001,2770,B73
Zm00001eb010830_T001,1720,B73
Zm00001eb010840_T002,1042,B73
Zm00001eb010850_T001,1475,B73
Zm00001eb010860_T001,4882,B73
Zm00001eb010870_T001,1114,B73
Zm00001eb010890_T001,528,B73
Zm00001eb010900_T001,9880,B73
Zm00001eb010910_T001,2087,B73
Zm00001eb010940_T001,550,B73
Zm00001eb010950_T001,1973,B73
Zm00001eb010960_T001,2216,B73
Zm00001eb010980_T001,12632,B73
Zm00001eb010990_T001,4901,B73
Zm00001eb011000_T001,2347,B73
Zm00001eb011010_T001,11028,B73
Zm00001eb011020_T001,10662,B73
Zm00001eb011030_T001,1344,B73
Zm00001eb011040_T001,4043,B73
Zm00001eb011050_T001,7025,B73
Zm00001eb011060_T002,6222,B73
Zm00001eb011070_T002,5173,B73
Zm00001eb011080_T002,4409,B73
Zm00001eb011090_T001,962,B73
Zm00001eb011100_T001,1222,B73
Zm00001eb011110_T001,880,B73
Zm00001eb011120_T001,686,B73
Zm00001eb011140_T001,1137,B73
Zm00001eb011150_T004,17387,B73
Zm00001eb011160_T001,49167,B73
Zm00001eb011170_T005,4972,B73
Zm00001eb011180_T001,1045,B73
Zm00001eb011190_T001,4160,B73
Zm00001eb011200_T001,558,B73
Zm00001eb011210_T001,1615,B73
Zm00001eb011220_T001,2784,B73
Zm00001eb011230_T003,3386,B73
Zm00001eb011240_T001,2602,B73
Zm00001eb011250_T001,2257,B73
Zm00001eb011270_T001,2284,B73
Zm00001eb011280_T001,483,B73
Zm00001eb011290_T001,3889,B73
Zm00001eb011300_T005,17137,B73
Zm00001eb011310_T002,5506,B73
Zm00001eb011320_T001,2306,B73
Zm00001eb011330_T001,1456,B73
Zm00001eb011340_T001,435,B73
Zm00001eb011350_T001,3043,B73
Zm00001eb011360_T001,482,B73
Zm00001eb011370_T001,2413,B73
Zm00001eb011380_T002,2154,B73
Zm00001eb011410_T001,1153,B73
Zm00001eb011420_T001,5311,B73
Zm00001eb011430_T001,2020,B73
Zm00001eb011440_T001,2262,B73
Zm00001eb011450_T004,13890,B73
Zm00001eb011460_T001,4003,B73
Zm00001eb011470_T002,5038,B73
Zm00001eb011480_T001,5436,B73
Zm00001eb011490_T001,10659,B73
Zm00001eb011500_T001,27755,B73
Zm00001eb011510_T001,651,B73
Zm00001eb011520_T001,7643,B73
Zm00001eb011530_T001,1928,B73
Zm00001eb011550_T001,1177,B73
Zm00001eb011560_T001,2085,B73
Zm00001eb011570_T001,1938,B73
Zm00001eb011580_T001,8326,B73
Zm00001eb011590_T001,3553,B73
Zm00001eb011600_T001,2040,B73
Zm00001eb011610_T001,3535,B73
Zm00001eb011620_T001,10196,B73
Zm00001eb011630_T001,3168,B73
Zm00001eb011640_T001,7305,B73
Zm00001eb011650_T002,4053,B73
Zm00001eb011670_T001,5662,B73
Zm00001eb011680_T001,2372,B73
Zm00001eb011700_T001,13907,B73
Zm00001eb011720_T002,5776,B73
Zm00001eb011730_T001,2509,B73
Zm00001eb011750_T001,4174,B73
Zm00001eb011760_T001,6896,B73
Zm00001eb011770_T001,644,B73
Zm00001eb011780_T003,3165,B73
Zm00001eb011800_T001,11713,B73
Zm00001eb011810_T001,867,B73
Zm00001eb011820_T004,1251,B73
Zm00001eb011830_T002,4319,B73
Zm00001eb011840_T002,2315,B73
Zm00001eb011850_T001,1393,B73
Zm00001eb011860_T001,11808,B73
Zm00001eb011870_T001,1282,B73
Zm00001eb011880_T001,1049,B73
Zm00001eb011890_T001,2646,B73
Zm00001eb011900_T002,1056,B73
Zm00001eb011910_T001,14558,B73
Zm00001eb011920_T002,8770,B73
Zm00001eb011930_T001,885,B73
Zm00001eb011940_T001,1909,B73
Zm00001eb011950_T001,3157,B73
Zm00001eb011960_T002,4971,B73
Zm00001eb011970_T002,3566,B73
Zm00001eb011980_T001,7869,B73
Zm00001eb011990_T001,5718,B73
Zm00001eb012000_T001,6729,B73
Zm00001eb012010_T002,5786,B73
Zm00001eb012020_T002,3290,B73
Zm00001eb012030_T001,318,B73
Zm00001eb012040_T002,2097,B73
Zm00001eb012060_T001,5847,B73
Zm00001eb012070_T002,5785,B73
Zm00001eb012080_T001,1499,B73
Zm00001eb012090_T001,2305,B73
Zm00001eb012100_T001,8482,B73
Zm00001eb012120_T002,957,B73
Zm00001eb012130_T001,2839,B73
Zm00001eb012140_T001,5133,B73
Zm00001eb012150_T001,2739,B73
Zm00001eb012160_T001,3416,B73
Zm00001eb012180_T001,1513,B73
Zm00001eb012190_T001,1997,B73
Zm00001eb012200_T002,6011,B73
Zm00001eb012210_T001,10032,B73
Zm00001eb012220_T005,7499,B73
Zm00001eb012240_T001,339,B73
Zm00001eb012250_T001,3336,B73
Zm00001eb012260_T001,2162,B73
Zm00001eb012270_T001,2367,B73
Zm00001eb012280_T001,3693,B73
Zm00001eb012290_T001,5119,B73
Zm00001eb012300_T001,4564,B73
Zm00001eb012310_T001,5503,B73
Zm00001eb012320_T001,2296,B73
Zm00001eb012330_T001,6332,B73
Zm00001eb012340_T002,3082,B73
Zm00001eb012350_T001,3336,B73
Zm00001eb012360_T001,2877,B73
Zm00001eb012370_T001,10087,B73
Zm00001eb012380_T004,5251,B73
Zm00001eb012390_T003,3142,B73
Zm00001eb012400_T001,769,B73
Zm00001eb012410_T001,3384,B73
Zm00001eb012420_T001,834,B73
Zm00001eb012430_T001,5138,B73
Zm00001eb012440_T001,1944,B73
Zm00001eb012450_T001,491,B73
Zm00001eb012460_T001,20042,B73
Zm00001eb012470_T001,2605,B73
Zm00001eb012480_T002,2903,B73
Zm00001eb012490_T001,4395,B73
Zm00001eb012500_T001,962,B73
Zm00001eb012510_T001,4330,B73
Zm00001eb012530_T001,2631,B73
Zm00001eb012540_T002,3038,B73
Zm00001eb012550_T001,876,B73
Zm00001eb012560_T004,3658,B73
Zm00001eb012570_T001,1293,B73
Zm00001eb012580_T001,4318,B73
Zm00001eb012590_T001,3588,B73
Zm00001eb012600_T001,3496,B73
Zm00001eb012610_T001,3534,B73
Zm00001eb012620_T001,5162,B73
Zm00001eb012630_T001,825,B73
Zm00001eb012640_T001,219,B73
Zm00001eb012650_T001,10008,B73
Zm00001eb012660_T001,1359,B73
Zm00001eb012670_T001,9797,B73
Zm00001eb012680_T001,2382,B73
Zm00001eb012690_T001,1186,B73
Zm00001eb012700_T001,1032,B73
Zm00001eb012710_T001,2397,B73
Zm00001eb012720_T001,12273,B73
Zm00001eb012740_T001,1235,B73
Zm00001eb012750_T001,1825,B73
Zm00001eb012760_T001,9069,B73
Zm00001eb012770_T001,17706,B73
Zm00001eb012780_T001,3704,B73
Zm00001eb012790_T001,3104,B73
Zm00001eb012800_T002,3059,B73
Zm00001eb012820_T001,465,B73
Zm00001eb012830_T001,1713,B73
Zm00001eb012840_T001,1661,B73
Zm00001eb012850_T001,4330,B73
Zm00001eb012860_T001,8668,B73
Zm00001eb012870_T003,5529,B73
Zm00001eb012880_T001,2872,B73
Zm00001eb012890_T001,6550,B73
Zm00001eb012900_T001,4984,B73
Zm00001eb012910_T001,2146,B73
Zm00001eb012920_T001,2234,B73
Zm00001eb012930_T003,2110,B73
Zm00001eb012940_T001,3459,B73
Zm00001eb012950_T001,3132,B73
Zm00001eb012960_T001,2069,B73
Zm00001eb012970_T001,384,B73
Zm00001eb012980_T001,7440,B73
Zm00001eb012990_T001,360,B73
Zm00001eb013000_T001,15044,B73
Zm00001eb013010_T001,6212,B73
Zm00001eb013020_T001,1383,B73
Zm00001eb013030_T001,11113,B73
Zm00001eb013040_T001,2142,B73
Zm00001eb013060_T001,5185,B73
Zm00001eb013070_T001,225,B73
Zm00001eb013080_T002,3159,B73
Zm00001eb013090_T001,2886,B73
Zm00001eb013100_T002,3041,B73
Zm00001eb013110_T003,7548,B73
Zm00001eb013120_T001,3328,B73
Zm00001eb013130_T002,2607,B73
Zm00001eb013140_T003,4026,B73
Zm00001eb013150_T001,2887,B73
Zm00001eb013170_T001,423,B73
Zm00001eb013180_T002,3768,B73
Zm00001eb013190_T001,7963,B73
Zm00001eb013220_T001,5342,B73
Zm00001eb013230_T001,11135,B73
Zm00001eb013240_T001,3705,B73
Zm00001eb013250_T001,2967,B73
Zm00001eb013260_T001,2018,B73
Zm00001eb013270_T002,6513,B73
Zm00001eb013280_T001,512,B73
Zm00001eb013290_T001,439,B73
Zm00001eb013300_T001,11387,B73
Zm00001eb013310_T001,2661,B73
Zm00001eb013320_T001,782,B73
Zm00001eb013330_T001,930,B73
Zm00001eb013340_T001,3210,B73
Zm00001eb013350_T001,513,B73
Zm00001eb013360_T002,5704,B73
Zm00001eb013370_T002,1223,B73
Zm00001eb013380_T002,7547,B73
Zm00001eb013390_T002,495,B73
Zm00001eb013410_T001,3343,B73
Zm00001eb013420_T002,10943,B73
Zm00001eb013430_T001,3784,B73
Zm00001eb013440_T001,3526,B73
Zm00001eb013450_T001,2075,B73
Zm00001eb013460_T001,2665,B73
Zm00001eb013470_T001,741,B73
Zm00001eb013480_T001,1501,B73
Zm00001eb013490_T001,2707,B73
Zm00001eb013500_T001,1283,B73
Zm00001eb013510_T002,3663,B73
Zm00001eb013520_T001,3177,B73
Zm00001eb013540_T002,3323,B73
Zm00001eb013550_T002,26879,B73
Zm00001eb013560_T001,14902,B73
Zm00001eb013580_T001,576,B73
Zm00001eb013590_T001,2342,B73
Zm00001eb013600_T001,4137,B73
Zm00001eb013610_T001,3231,B73
Zm00001eb013620_T001,6453,B73
Zm00001eb013630_T001,839,B73
Zm00001eb013640_T001,13952,B73
Zm00001eb013650_T001,3864,B73
Zm00001eb013660_T002,1995,B73
Zm00001eb013670_T001,2706,B73
Zm00001eb013680_T001,1715,B73
Zm00001eb013690_T001,2313,B73
Zm00001eb013700_T002,1350,B73
Zm00001eb013710_T001,3581,B73
Zm00001eb013720_T001,6258,B73
Zm00001eb013730_T001,3367,B73
Zm00001eb013740_T001,1529,B73
Zm00001eb013750_T001,2782,B73
Zm00001eb013760_T001,4021,B73
Zm00001eb013770_T001,1473,B73
Zm00001eb013780_T001,1175,B73
Zm00001eb013800_T001,2957,B73
Zm00001eb013810_T001,3037,B73
Zm00001eb013820_T001,558,B73
Zm00001eb013830_T001,2008,B73
Zm00001eb013840_T001,3648,B73
Zm00001eb013850_T001,5516,B73
Zm00001eb013860_T001,6184,B73
Zm00001eb013870_T001,4848,B73
Zm00001eb013880_T001,1416,B73
Zm00001eb013890_T001,1067,B73
Zm00001eb013900_T001,2069,B73
Zm00001eb013910_T001,1129,B73
Zm00001eb013920_T002,3694,B73
Zm00001eb013930_T001,1945,B73
Zm00001eb013940_T001,9295,B73
Zm00001eb013950_T001,2163,B73
Zm00001eb013970_T001,5757,B73
Zm00001eb013980_T001,5264,B73
Zm00001eb013990_T001,1161,B73
Zm00001eb014000_T001,887,B73
Zm00001eb014010_T001,933,B73
Zm00001eb014020_T005,3772,B73
Zm00001eb014030_T002,23560,B73
Zm00001eb014040_T001,2176,B73
Zm00001eb014050_T001,1472,B73
Zm00001eb014060_T001,1459,B73
Zm00001eb014070_T001,1664,B73
Zm00001eb014080_T001,1755,B73
Zm00001eb014090_T003,2497,B73
Zm00001eb014100_T001,362,B73
Zm00001eb014110_T002,5428,B73
Zm00001eb014120_T001,2619,B73
Zm00001eb014130_T005,7847,B73
Zm00001eb014140_T001,1980,B73
Zm00001eb014150_T001,3621,B73
Zm00001eb014160_T001,6249,B73
Zm00001eb014170_T001,1652,B73
Zm00001eb014180_T001,1076,B73
Zm00001eb014190_T001,1108,B73
Zm00001eb014210_T001,1194,B73
Zm00001eb014220_T001,327,B73
Zm00001eb014230_T001,321,B73
Zm00001eb014240_T001,4212,B73
Zm00001eb014250_T001,1493,B73
Zm00001eb014260_T001,4934,B73
Zm00001eb014280_T001,6187,B73
Zm00001eb014290_T001,6019,B73
Zm00001eb014320_T001,5726,B73
Zm00001eb014350_T001,6089,B73
Zm00001eb014370_T001,6021,B73
Zm00001eb014390_T001,5713,B73
Zm00001eb014420_T001,5901,B73
Zm00001eb014430_T001,8722,B73
Zm00001eb014440_T001,6318,B73
Zm00001eb014450_T001,1550,B73
Zm00001eb014460_T002,7673,B73
Zm00001eb014470_T002,3397,B73
Zm00001eb014490_T001,3083,B73
Zm00001eb014500_T001,5163,B73
Zm00001eb014510_T001,3139,B73
Zm00001eb014520_T001,1192,B73
Zm00001eb014530_T001,1301,B73
Zm00001eb014540_T001,9938,B73
Zm00001eb014550_T001,1442,B73
Zm00001eb014560_T001,1978,B73
Zm00001eb014570_T001,13859,B73
Zm00001eb014580_T002,956,B73
Zm00001eb014590_T001,1360,B73
Zm00001eb014600_T001,832,B73
Zm00001eb014610_T001,3763,B73
Zm00001eb014620_T001,1076,B73
Zm00001eb014630_T002,3123,B73
Zm00001eb014640_T001,20260,B73
Zm00001eb014670_T001,1861,B73
Zm00001eb014680_T001,2163,B73
Zm00001eb014700_T001,2243,B73
Zm00001eb014710_T001,657,B73
Zm00001eb014720_T003,2099,B73
Zm00001eb014730_T002,10279,B73
Zm00001eb014740_T001,3101,B73
Zm00001eb014750_T002,3521,B73
Zm00001eb014760_T003,8977,B73
Zm00001eb014770_T001,766,B73
Zm00001eb014780_T002,4571,B73
Zm00001eb014790_T001,1081,B73
Zm00001eb014800_T001,1909,B73
Zm00001eb014810_T001,10029,B73
Zm00001eb014820_T001,28746,B73
Zm00001eb014830_T001,4590,B73
Zm00001eb014840_T003,5566,B73
Zm00001eb014850_T001,11739,B73
Zm00001eb014860_T001,878,B73
Zm00001eb014870_T001,10360,B73
Zm00001eb014890_T001,2122,B73
Zm00001eb014900_T001,11582,B73
Zm00001eb014920_T001,627,B73
Zm00001eb014930_T001,1752,B73
Zm00001eb014940_T001,624,B73
Zm00001eb014950_T001,24950,B73
Zm00001eb014960_T001,90529,B73
Zm00001eb014970_T001,2759,B73
Zm00001eb014980_T001,1329,B73
Zm00001eb014990_T001,862,B73
Zm00001eb015000_T001,635,B73
Zm00001eb015010_T001,1990,B73
Zm00001eb015020_T001,5956,B73
Zm00001eb015030_T005,6902,B73
Zm00001eb015040_T001,4481,B73
Zm00001eb015050_T001,1024,B73
Zm00001eb015060_T001,4486,B73
Zm00001eb015070_T001,1656,B73
Zm00001eb015080_T001,1008,B73
Zm00001eb015090_T005,9721,B73
Zm00001eb015100_T001,1345,B73
Zm00001eb015110_T002,2619,B73
Zm00001eb015120_T001,2321,B73
Zm00001eb015130_T002,1714,B73
Zm00001eb015140_T001,4477,B73
Zm00001eb015150_T002,5938,B73
Zm00001eb015160_T001,1067,B73
Zm00001eb015170_T002,9870,B73
Zm00001eb015190_T004,2117,B73
Zm00001eb015200_T001,3535,B73
Zm00001eb015210_T001,5272,B73
Zm00001eb015220_T001,1085,B73
Zm00001eb015230_T001,2565,B73
Zm00001eb015240_T003,9493,B73
Zm00001eb015250_T001,1264,B73
Zm00001eb015260_T001,4692,B73
Zm00001eb015270_T002,3292,B73
Zm00001eb015290_T001,6718,B73
Zm00001eb015300_T001,9667,B73
Zm00001eb015310_T001,6892,B73
Zm00001eb015320_T003,1413,B73
Zm00001eb015330_T001,2514,B73
Zm00001eb015340_T004,9202,B73
Zm00001eb015350_T001,664,B73
Zm00001eb015360_T001,403,B73
Zm00001eb015370_T001,1718,B73
Zm00001eb015380_T002,3916,B73
Zm00001eb015390_T001,5584,B73
Zm00001eb015400_T001,931,B73
Zm00001eb015410_T003,5362,B73
Zm00001eb015420_T001,7881,B73
Zm00001eb015430_T001,1213,B73
Zm00001eb015440_T001,4074,B73
Zm00001eb015450_T001,3023,B73
Zm00001eb015460_T001,3332,B73
Zm00001eb015470_T001,5765,B73
Zm00001eb015480_T001,219,B73
Zm00001eb015490_T001,3472,B73
Zm00001eb015500_T001,3795,B73
Zm00001eb015510_T001,1129,B73
Zm00001eb015520_T001,2233,B73
Zm00001eb015530_T001,6599,B73
Zm00001eb015540_T002,4830,B73
Zm00001eb015550_T001,2556,B73
Zm00001eb015560_T001,6542,B73
Zm00001eb015570_T001,2119,B73
Zm00001eb015580_T001,1383,B73
Zm00001eb015590_T001,777,B73
Zm00001eb015600_T001,1032,B73
Zm00001eb015610_T001,4815,B73
Zm00001eb015620_T002,1971,B73
Zm00001eb015630_T001,2231,B73
Zm00001eb015640_T001,1208,B73
Zm00001eb015650_T001,522,B73
Zm00001eb015660_T003,28782,B73
Zm00001eb015670_T001,8148,B73
Zm00001eb015680_T002,3695,B73
Zm00001eb015690_T002,15123,B73
Zm00001eb015700_T003,4284,B73
Zm00001eb015710_T001,4417,B73
Zm00001eb015720_T003,5499,B73
Zm00001eb015730_T002,3407,B73
Zm00001eb015740_T001,830,B73
Zm00001eb015750_T002,6757,B73
Zm00001eb015760_T001,6194,B73
Zm00001eb015770_T001,3118,B73
Zm00001eb015780_T001,1316,B73
Zm00001eb015790_T003,3491,B73
Zm00001eb015800_T002,2489,B73
Zm00001eb015820_T001,6792,B73
Zm00001eb015830_T001,2068,B73
Zm00001eb015840_T001,30935,B73
Zm00001eb015850_T001,2839,B73
Zm00001eb015860_T001,5434,B73
Zm00001eb015870_T001,1642,B73
Zm00001eb015880_T002,4803,B73
Zm00001eb015890_T001,5432,B73
Zm00001eb015900_T001,5780,B73
Zm00001eb015910_T001,8389,B73
Zm00001eb015920_T001,7730,B73
Zm00001eb015930_T001,3993,B73
Zm00001eb015940_T001,9864,B73
Zm00001eb015950_T001,921,B73
Zm00001eb015960_T003,4422,B73
Zm00001eb015970_T001,3428,B73
Zm00001eb015980_T001,795,B73
Zm00001eb015990_T002,6202,B73
Zm00001eb016000_T001,22408,B73
Zm00001eb016020_T001,18887,B73
Zm00001eb016030_T001,437,B73
Zm00001eb016040_T001,4780,B73
Zm00001eb016050_T001,2400,B73
Zm00001eb016060_T001,1208,B73
Zm00001eb016070_T001,854,B73
Zm00001eb016080_T001,2784,B73
Zm00001eb016090_T002,4416,B73
Zm00001eb016100_T001,5690,B73
Zm00001eb016110_T003,2656,B73
Zm00001eb016120_T002,7116,B73
Zm00001eb016130_T001,1382,B73
Zm00001eb016140_T001,1290,B73
Zm00001eb016150_T001,825,B73
Zm00001eb016160_T007,5117,B73
Zm00001eb016170_T002,3807,B73
Zm00001eb016180_T001,3301,B73
Zm00001eb016190_T001,4747,B73
Zm00001eb016200_T001,1822,B73
Zm00001eb016210_T001,7709,B73
Zm00001eb016220_T001,1105,B73
Zm00001eb016230_T002,2886,B73
Zm00001eb016240_T001,34719,B73
Zm00001eb016250_T001,7017,B73
Zm00001eb016260_T001,778,B73
Zm00001eb016270_T001,1406,B73
Zm00001eb016280_T001,773,B73
Zm00001eb016290_T001,7267,B73
Zm00001eb016300_T001,777,B73
Zm00001eb016310_T001,1269,B73
Zm00001eb016320_T001,2827,B73
Zm00001eb016330_T002,49370,B73
Zm00001eb016340_T001,758,B73
Zm00001eb016350_T001,6308,B73
